"Dating can be challenging for anyone, but I imagine it's especially tough for you. Do you want to talk about it","No, lets keep it for some other day.",Meeting someone who understands me is always a plus.,I'm a little bit of a nerd. I'm not a big fan of the nerdy side of things.,0.12516450881958008,0.04464285714285715
"Dating can be challenging for anyone, but I imagine it's especially tough for you. Do you want to talk about it","No, lets keep it for some other day.",It's hard when people don't get my boundaries.,It's hard when people don't get my boundaries.,0.07018951326608658,0.14851485148514848
"Dating can be challenging for anyone, but I imagine it's especially tough for you. Do you want to talk about it","No, lets keep it for some other day.",I've learned to prioritize self-care on tough days.,I've learned to prioritize self-care on tough days.,0.15310072898864746,0.18750000000000003
"Dating can be challenging for anyone, but I imagine it's especially tough for you. Do you want to talk about it","No, lets keep it for some other day.",What do you think makes for a healthy relationship?,I think that a healthy relationship is the best thing for both of us.,0.10048269480466843,0.09523809523809526
"Yes, we should all strive to understand each other better.",It's tough finding love when you're differently-abled.,I'm glad we can connect and understand each other's perspectives.,I'm glad we can connect and understand each other's perspectives.,0.2340451329946518,0.09708737864077671
"Yes, we should all strive to understand each other better.",It's tough finding love when you're differently-abled.,It's frustrating when people assume abilities based on appearance alone.,It's frustrating when people assume abilities based on appearance alone.,0.288615882396698,0.309436274509804
"Yes, we should all strive to understand each other better.",It's tough finding love when you're differently-abled.,"Communication is key in building meaningful relationships, don't you think?",I think so. I'm not sure if it's the right thing to do but I think it's important to communicate with people.,0.07524603605270386,0.21842355175688513
"Yes, we should all strive to understand each other better.",It's tough finding love when you're differently-abled.,"What do you mean by ""who they truly are""? Can you elaborate?",They are the ones who are the most important in the world.,0.0357121080160141,0.048543689320388356
"Challenges shape us, they don't define us.","I too have dreams, aspirations and a purpose.",I am capable of overcoming obstacles.,I am capable of overcoming obstacles.,0.373823344707489,0.10309278350515463
"Challenges shape us, they don't define us.","I too have dreams, aspirations and a purpose.",It's hard to believe that some people still judge others based on their abilities.,It's hard to believe that some people still judge others based on their abilities.,0.12565624713897705,0.04716981132075472
"Challenges shape us, they don't define us.","I too have dreams, aspirations and a purpose.",Everyone has a unique story to tell about how they've coped with challenges.,I'm not sure what's the point of it. I'm just trying to figure out how to cope with challenges.,0.2631835639476776,0.08771929824561403
"Challenges shape us, they don't define us.","I too have dreams, aspirations and a purpose.",What are some ways we can support each other in our individual journeys?,We can support each other in our individual journeys by sharing our experiences and experiences.,0.3642358183860779,0.09433962264150944
That's thoughtful. It's good to have company in such weather.,"Today's special for me, it's a personal anniversary.",The snowstorm will bring us closer together.,I hope so. I'm sure we will be able to get together.,0.17282766103744507,0.04065040650406504
That's thoughtful. It's good to have company in such weather.,"Today's special for me, it's a personal anniversary.",I'm worried about traveling in bad weather.,I'm worried about traveling in bad weather.,0.06848471611738205,0.042735042735042736
That's thoughtful. It's good to have company in such weather.,"Today's special for me, it's a personal anniversary.",We'll make sure to stay warm and cozy inside.,We'll make sure to stay warm and cozy inside.,0.17693790793418884,0.04201680672268908
That's thoughtful. It's good to have company in such weather.,"Today's special for me, it's a personal anniversary.",What's your favorite thing to do on a snowy day?,I'm a big fan of snowy days.,0.2197825014591217,0.08547008547008547
Strong connections often form in unexpected places.,"Yes, I agree.",I've formed strong bonds with colleagues and friends in unexpected places.,I've formed strong bonds with colleagues and friends in unexpected places.,0.0416066013276577,0.1724137931034483
Strong connections often form in unexpected places.,"Yes, I agree.","Sometimes, experiences can be hurtful and leave lasting scars.",I'm not sure what to do. I'm not sure what to do.,0.037343982607126236,0.1639344262295082
Strong connections often form in unexpected places.,"Yes, I agree.","Life is full of ups and downs, and every experience shapes who I am today.",I'm not sure what it is about life. I'm just not sure what it is about.,0.13173118233680725,0.15384615384615388
Strong connections often form in unexpected places.,"Yes, I agree.",What do you think makes a friendship truly special?,It is a very special relationship.,0.164219468832016,0.09615384615384616
Have you considered getting a track wheelchair? It could increase your mobility.,"Yes, I understand.",I'm excited about the possibility of trying out a track wheelchair!,I'm excited about the possibility of trying out a track wheelchair!,-0.0097024105489254,0.08620689655172414
Have you considered getting a track wheelchair? It could increase your mobility.,"Yes, I understand.",It might be too expensive for me.,I'm not sure. I'm not sure if it's worth it.,0.1473178267478943,0.1666666666666667
Have you considered getting a track wheelchair? It could increase your mobility.,"Yes, I understand.","Maybe it would work well on certain terrain, but not others.",It's a good idea.,0.20506551861763,0.09803921568627452
Have you considered getting a track wheelchair? It could increase your mobility.,"Yes, I understand.",What are some pros and cons I should consider when thinking about getting one?,I think I should consider getting a car. I have a car that I want to buy and I have a car that I want to buy.,0.1212344765663147,0.13513513513513514
"That can be hard. But remember, every experience teaches us something.","Yes, it does and gives us new perspective as well.",I learn from my experiences and grow stronger.,I'm a little bit of a nerd. I'm not a big fan of the nerdy side of things.,0.0453176349401474,0.038461538461538464
"That can be hard. But remember, every experience teaches us something.","Yes, it does and gives us new perspective as well.",It's frustrating when people assume things about me based on their own biases.,I'm not sure what to do. I'm not sure what to do.,0.005508802831172943,0.040322580645161296
"That can be hard. But remember, every experience teaches us something.","Yes, it does and gives us new perspective as well.","Every experience, whether good or bad, helps shape who I am today.",I'm not sure what it is about the experience. I'm just not sure what it is about.,0.26348257064819336,0.07751937984496124
"That can be hard. But remember, every experience teaches us something.","Yes, it does and gives us new perspective as well.",What can we do to change the way others see our unique experiences?,We can change the way others see our unique experiences,0.36713355779647827,0.0
Transitioning from a staff to a friend can be tricky sometimes.,My staff didn't take the storm news seriously.,It's great that she hinted at coming back one day.,It's great that she hinted at coming back one day.,0.14429515600204468,0.04901960784313726
Transitioning from a staff to a friend can be tricky sometimes.,My staff didn't take the storm news seriously.,Her leaving was really tough for me and my work is suffering because of it.,I'm really sad about her leaving.,0.14078108966350555,0.05102040816326531
Transitioning from a staff to a friend can be tricky sometimes.,My staff didn't take the storm news seriously.,I'm trying to focus on the positive aspects of our conversation instead of dwelling on what could have been different.,I'm trying to focus on the positive aspects of our conversation instead of dwelling on what could have been different.,0.18840104341506958,0.13392857142857142
Transitioning from a staff to a friend can be tricky sometimes.,My staff didn't take the storm news seriously.,What do you think I should prioritize in terms of finding a replacement or building new relationships?,I think I should prioritize finding a replacement or building new relationships,-0.02396213822066784,0.0
That's relieving for them. They probably appreciate [B-PER]'s presence.,They reminded me to reach out if I need anything.,[B-PER]'s presence can be very comforting.,I'm not sure if it's just me or if it's just the person.,0.08499959856271744,0.1724137931034483
That's relieving for them. They probably appreciate [B-PER]'s presence.,They reminded me to reach out if I need anything.,It's frustrating that [B-PER] doesn't get more recognition for her efforts.,It's frustrating that [B-PER] doesn't get more recognition for her efforts.,0.024815279990434647,0.04347826086956522
That's relieving for them. They probably appreciate [B-PER]'s presence.,They reminded me to reach out if I need anything.,Having someone like [B-PER] around makes a big difference in daily life.,I have a friend who is a bit of a nerd.,0.15810610353946686,0.09009009009009009
That's relieving for them. They probably appreciate [B-PER]'s presence.,They reminded me to reach out if I need anything.,What specific ways has [B-PER] been helpful to you?,[B-PER] has been helpful to me in a number of ways.,0.12747426331043243,0.13274336283185842
"Anticipation can be powerful, isn't it? Poor [B-PER], she must've been surprised!", I started searching pick-up lines to impress [B-PER].,She must be relieved that everything went smoothly.,She must be relieved that everything went smoothly.,0.08817501366138458,0.09259259259259259
"Anticipation can be powerful, isn't it? Poor [B-PER], she must've been surprised!", I started searching pick-up lines to impress [B-PER].,It's understandable that [B-PER] was surprised by our changed routine.,It's understandable that [B-PER] was surprised by our changed routine.,0.4672735631465912,0.33185840707964603
"Anticipation can be powerful, isn't it? Poor [B-PER], she must've been surprised!", I started searching pick-up lines to impress [B-PER].,I'm sure she'll adjust quickly to this new normal.,I'm sure she'll adjust quickly to this new normal.,0.06049851328134537,0.13513513513513514
"Anticipation can be powerful, isn't it? Poor [B-PER], she must've been surprised!", I started searching pick-up lines to impress [B-PER].,What do you think made her so sensitive to the change in schedule?,She was a very sensitive person.,0.04031374305486679,0.04716981132075472
